Review	Score
it is just too bad that tab is such a vanilla actor and natalie is earnest but unconvincing in her role as a half-breed .the only actor with some life to him was skip homeier , but he was too much of a caricature of evil for his character to be anything but cardboard-like manic .what was out place about this film , was that despite the beautiful photography and gripping action scenes , the story covered no new ground , though it had its opportunities , but it failed to take advantage of them .	0
a hurricane warning is issued , but because of the poor radio equipment they have , which was not properly repaired by willy , the message is cut off and they don't know how serious that storm will be .but willy's most fatal mistake was to purchase fire extinguishers that were cheap , but would comply in appearance with the air safety codes .the film's ending is routine formula fare , with a few " predictable " surprises of heroism and villainy , the kind of middling story churned out regularly by the studios who lack the imagination to delve into anything but superficial waters .	0
a 'b' movie political thriller , that was shrewd enough to get newsreel footage of the royal family and the cabinet attending the opening of parliament into its closing action scenes .the weak script and uninspiring dialogue , is compensated for by the crisp action sequences and fast pacing of the story .the revengeful hennessy has a one-track mind , never revealing anything about his character or why he should snap in this way and come up with such a ludicrous scheme , as the one he has hatched .	0
the film should be like a meditation , as the introspective primo wants to get it out of his system what it meant to be a jewish prisoner and how it was unbearable to come out of that camp and think that you could still be human .unfortunately , the rest of the film , as worthy an effort as it is , about a subject matter that merits to be told again and again , as its holocaust tale can't be told enough to the world for its message to sink in and should be told in a multitude of ways ; nevertheless , as compelling as the film was at times , it also shot itself in the foot by trying to tell a conventional story while the more powerful and personal tale of primo levi was somewhat sacrificed by these very typical hollywood episodic scenes of how the other characters reacted to their liberation and with rosi's added attempt to attain some comic relief from these diverse characters being poorly accomplished .i just couldn't help feeling that this earnest attempt at capturing the mood of that horrific event , lacked whatever it takes to make this a first-rate film .	0
he is dressed in a black mask-and- cape , which gave the role a certain amount of appeal to audiences .the film is not much on character study , instead it's filled with action sequences and a melodramatic love story between zorro , who hides his true identity of being the son of the aristocratic rancher don alejandro ( de gray ) , and the sweet lolita pukido ( marguerite ) .the story itself was a cliche , featuring his cardboard-typed father wanting his son not to be an idler and make something of himself , while the son feigns being fatigued all the time and acting effeminate , performing silly magic tricks when he should be seriously courting the eligible senorita his father fixed him up with .	0
a b- film psychological thriller from the 1942 novel by stefan zweig that runs out of thrills eventually and ends on a flat note ; but , for a while , it had its exhilarating moments of suspense .the acting by everyone but jurgens was horrid .the story made no great impression on me but it was curious to watch how someone can handle isolation by concentrating on the intricacies of a game he doesn't really understand .	0
war effort in korea and offering a scathing commentary on counterfeiters , comparing them to saboteurs , as the film states the most powerful weapon in america's arsenal against communism- is money , turns out to be basically a promotional movie for the work that the treasury department agents do .in this film , he never brings about any tension or real shock to the story , as he did in his first noir work .it is played in the same sobering tone , with no room for comedy or any quirkiness to the vanilla story unfolding .	0
the film seems like a museum piece , about a time that existed long ago but strangely enough , probably , still exists .the story is told in a dry , matter-of-fact style , with the b&w photography adding a gritty feel to the secretive work environment and the snow-capped streets of ottawa .this picture had the look of something that was important , but it didn't have more to say than what any reasonable person could already assume about the soviet union .	0
for a film that runs close to 70- minutes , is in b&w , and is short on storyline , this b-film does a nice job in getting a hugh cast to be part of this crime caper , each getting into the act with a brief moment of quality movie time .the falcon's brother is a routine espionage story , that is crisply told in a manner that is formularised and executed to perfection .reason they were so popular , is because they're so easy to watch and the stars exude a certain amount of charm , making these little crime capers quite enjoyable .	0
bosnian-born writer/director emir kusturica ( time of the gypsies , underground ) has come up with a robust ( lively music and characters with plenty of energy ) but excessive screwball comedy with felliniesque touches here and there , and before the film literally goes in the shit , it was able to show some warm romantic moments and garner many laughs from its odd-looking and strangely-acting characters .the group of gypsies were mostly nonprofessional actors , colorful characters , with their mouths filled with gold teeth , and a screen presence that was absurd and defying in logic .it takes suspension of belief on the part of the viewer to stick with this one for its complete romp across gypsy land , plus the skits become too labored to sustain the frenetic pace of the film .	0
its rise in critical evaluation over the years , where it was once reviewed as a typical war movie but now because of siegal's rising star as a director , has been granted " cult status , " which resulted in receiving much higher praise than i think it deserves .what siegel did for this b&w film , along with ww11 expert robert pirosh , was tighten up the script , make it more suspenseful , and emphasized the psychological differences between the few men of the 2nd squad and the pyschopathological attitude of the mcqueen character .after the men spot this , newhart goes into a telephone routine he used as a stand-up comedian , but only here it is not funny and seems out of place .	0
there's not much in the way of thrills or surprises in this minor noir film , one that is able to combine a story about diamond smugglers and a smallpox outbreak in the new york city of 1947 .it is mildly diverting because of its able depiction of america's cold war paranoia during the early 1950s against anything foreign , as the film shows how an entire city can become terror stricken by something unknown attacking it .the action part of the melodramatic story was weakly told , while the noir characterizations of sheila did capture the desperate feelings of the subject , but it was not enough to overcome the overall inability of the story to have a heart to it .	0
though not a complete failure , preminger's american version still managed to take most of the starch out of this bitter french chiller and make it seem dull and predictable .the film opens by painting onscreen hollywood's idea of what a small-town looks and feels like , as the sun is shining , the mailman is cheerful and nosy , and everything about the town looks picture-perfect .but laurent takes a more cautionary approach saying , " you can't dismiss these letters completely , they are written by a psychopath , and they have been known to act against their own interest . "	0
this tolerable but not particularly interesting noir film suffers from a meaningless story , lacklustre direction , and even though , it has a good cast , the two glamorous stars , robert taylor and ava gardner , seem miscast : they are too beautiful for their parts .there was no conviction felt in the two stars succumbing to their pangs of love ; they brought little to the story in the way of true cynical noir feeling , and it is only the heavies , vincent price and charles laughton , who keep the film hopping with their stock villainous portrayals .the film , badly compromised by the romantic directions it headed in , was unable to pick up steam , until the finale , where there is a splendid shootout between taylor and price amidst a fireworks display .	0
this stylish work , filmed in all the sleekness of a modern madrid inhabited by the affluent young , tells its jarring tale in a non-linear way , sure to confuse even the most avid moviegoer .i felt it tried to be interesting , and touched on many different genres , from romance to sci-fi , to tell its kafkaesque denouement , but it was not particularly a moving experience .i felt uninvolved , finding myself easily drifting into my own dreamworld , and as diverting , beautifully acted and photographed , and entertaining as the film was , i thought it was mostly about style and not ideas .	0
therefore it never works on the intellect , instead it attacks the emotions and cheapens its efforts by pretending to delve into cage's angst .the results are as gratituous as any found in a myriad of cheap adventure films that appeal to a ready made audience , not looking for a thinking picture .the box office mistake of this film , is that it took itself seriously , somehow believing itself a thinking picture , and thereby lost both types of audiences .	0
a sophisticated mid-victorian drama , told in the form of an allegory , about upper class society , playing more like a pbs special or a high-brow merchant-ivory film but with a darker secret to tell .it comments on the environment influencing one's behavior more than anything else , as the female protagonist is studying a colony of red ants attacking black ones .the film was visually pleasing ; the costumes were beautiful ; the script was acceptably literate , and the film ably took the viewer into an antiquated world and its peculiar customs , where the many maids who worked at the estate turned their back to the wall in the presence of their betters , giving one some rough idea about life there .	0
the film was mildly diverting , suffering from a weak storyline and trevor howard as the lead actor .what was gritty about the film , was the quick-cut editing , the magnificent black and white photography , and the keen direction .the film had a certain amount of distress coming forth from it characters and lots of brutal scenes , adding much suspense to the routine story .	0
what can i say about a film that was laugh-out-loud funny in spots , was driven by a fantastic performance by bruce willis as a contract killer , but was disturbingly vulgar ( the murder of an undercover cop is used as part of the comedy routine ) , except to say that it was driven by characters who seem to enjoy their work and working with each other .these demented zany characters , not one of them who was without a blemished soul ( reminiscent of pulp fiction and analyze this ) , is a popular reworking of the gangster film into comedy , a phenomena of recent times worth taking note of in the gangster genre .this is lighweight entertainment and should work well if one chooses to overlook a flawed script , questionable values , and that there are no nice people in the film .	0
tim robbins and joan cusack play the smiling but sinister couple until it becomes nerve-wracking to watch them try and pull this nonsense pose off , any further .the film is resolved in an incredulous fashion , as if it were trying to evoke a cry of sympathy ( ala oklahoma city ) for a tragedy that seemed acted out for symbolic purposes rather than portraying real people made up of flesh and blood .if you leave aside the unconvincing acting , the implausible story , its inane political views , then you might find this film somewhat entertaining and it may raise for you some pertinent questions about the fbi's handling of recent bombings .	0
brian de palma's idea of a thriller is short-changed as far as plot and substance in favor of style .he has created a silly but entertaining film , where one shocking scene tops another , and numerous hollywood cheesy gimmicks are used instead of relying on john farris' tightly drawn suspense story .tis a pity such crass commercialization should rule the day for de palma , instead of artistic integrity !	0
it questions the military leader's decision not to even fire a shot , though outmanned and sure to be defeated , but offering no resistance or support to their countrymen .the film ably depicts the peaceful nature of the norwegian people and how they found war to be a very difficult position for them to be in , and how confused everyone was at the time , as there was a lack of leadership from the top .the last lieutenant doesn't have anything new to say , but what it says about one's loyalty to country and how its military leaders were faced with difficult decisions , was deftly handled by first-time director hans petter moland .	0
it takes too much of a suspension of reality to believe in this outlandish plot : the devil is in our heads and was placed there by ordinary contact with others ( it spreads like germs do ) , even though it is played with zeal and candor by denzel washington , who is the squeaky-clean super detective john hobbes .the film worked only on a superficial level , as light entertainment and should be given credit for , at least , attempting to have a literate script .milano , who conveniently happens to be a professor of theology , tells hobbes , " if you value your life , if there's even one human being you care about , walk away from this case . "	0
the film is done almost documentary-like , and it almost seems believable , as the actors are all straightfaced about what is happening .i've seen a lot of sci-fi films that didn't make as much sense as this one does .but it was bearable and it didn't try to sensationalize the monster's killing spree , and if you are not too fussy about the flat dialogue and the phony mexican accents heard , one might even find this film to be easy to take on a rainy saturday afternoon .	0
but not satisfied with that , the audience is treated to three other electric chair executions and watching all the dull routines the guards go through in their daily work schedule .he is viewed as someone who has been granted a divine gift , but is still afraid of the dark , is illiterate and defers to whites as expected , reinforcing the vile stereotypes for the negro of that era .he is viewed as someone who has been granted a divine gift , but is still afraid of the dark , is illiterate and defers to whites as expected , reinforcing the vile stereotypes for the negro of that era .	0
but for those who are believers in the orthodox , needing some proof that god can hear their prays , then this serious-minded film with its lack of kitsch , supposedly , can shed some light how a saint is chosen and how miracles are documented by the church .it results in a draw between the rivals within the church structure , and who feels satisified walking away from an event and not having a winner !it was difficult to believe in the story or be absorbed in it , as the acting was stilted and the process of choosing a saint did not enlighten me as to what really happens in the church back rooms .	0
an old-fashioned ww11 submarine movie made for men , featuring an all-male cast , played with a square jawed military call for patriotism .if you get your sea legs under you and don't mind the film's history being blurred and its insistence on making heroes out of the men at all costs , then you should find it viscerally challenging and not be underwhelmed by its clich ?it is directed with emphasis on sustaining suspense , building on the action scenes , and letting go full force with its special effects , making for a solid and exciting effort .	0
a " b " movie , based on a british tv serial called the trollenberg terror , that is not to be taken seriously while it provides enough unintentional funny material and hokem to possibly get a mute to laugh aloud .please refrain from yodeling any uncalled for responses , upon learning that these outer space creatures have invaded switzerland , having just come from the andes .when brett is cut after attacking anne he doesn't bleed , but he folds up like a cheap suit when allen puts a few slugs in his belly .	0
i had an empty feeling seeing this film from its dripping blood onset , which was really the drippings from a raspberry sauce being poured over a fancy poultry dish , to its ambiguous ending ( where it is suggested that all the killings are in the psycho's head ) , and by the time the trick finale comes about , my empty feeling is just as prevalent as when i was bombarded by all the lists of toiletries the psycho prefers , his fancy squid ravioli with lemongrass sauce and arugula caesar salads in those upscale restaurants , and all the butchery that took place during the course of telling this president reagan era fable about yuppie greed , a slight variation on wall street's- " greed is good message . "while the film tries desperately to catch something about the psycho that an audience could sympathize with besides his good looks , but what results is that he can't be put together to look like a real person .in one successful scene , that is an amusing satire on status among the corporate-types , his colleagues compare their business cards as to the texture of the paper and the quality of the printing .	0
it has a few gratuitous shots of janis joplin and big brother & the holding company plus the grateful dead , playing to a largely non-hippie audience .the film reminded me most of a general hospital sudser , with a few noted nicolas roeg cinematography tricks , pre-performance , thrown in to give it a deeper look than the picture merited , such as jump cuts , time frame changes back and forth and forward , leaving one with a disjointed feeling about when events actually took place .the good thing about david's parents , is that the father is joseph cotten and it's always great to hear his uniquely rich voice on the screen .	0
this chilling tale left a lot to be desired and despite having an intelligence and originality to it , it degenerated into a jejune work , more of a display of style over substance .i felt cheated by its wearisome ploy of not decifering what was a dream and what was reality , feeling more like i was being manipulated than i was at being treated to something special .the film managed to hold my interest until about the halfway point , when too much of the same interplay between dreams and reality was never made clear , so much so that i stopped suspending disbelief , which is tantamount to pulling the life support on one of these flicks and rendering it brain dead .	0
the other distinguished party in this revenge oater , is daniel b .ullman , a noted " b " western script specialist , whose unique stories were used in a multitude of westerns in that era .if you want to see a western , one like they don't make anymore , this is as good a representative as most .	0
a glossy mgm extravaganza of a bible film , more pleasing to watch for its conspicuous opulence than for its dramatics , dialogue , or politics .one of the shots i preferred , was of nero looking through a a piece of green glass at an orgy while poppaea looked at it through a red glass .peter ustinov's delightful over-the-top sissy performance was fun to watch .	0
he assumes this will happen once he displays the bomb at the science fair and he also thinks , what could they do to me if i'm caught , i'm just a kid !the tense scene back in the science lab consists of all the usual melodramatics seen in most typical action films , but what makes this film a little bit different , is that there have actually been seven fatalities at nuclear plants across america , even though this information is not widely known by the public .in fact , the acting was quite good in spots , especially , by christopher collet ; he convinced me he was a smart kid , while john lithgow convinced me that he was a scientist with a warm heart .	0
the film runs needlessly on for over two hours and takes this story into many different areas concerning religious faith , personal goals , cultures , comedy routines , and romance , with too many themes for it to adequately cover .the film stopped dead in its tracks when it took itself too seriously and a series of sermons were delivered about how ben stiller should resolve his love problem .the results are that the film is more awkward than controversial , more secular in spirit than religious , and it revisits grounds that are all too familiar and have been done far better by people like woody allen .	0
there are no surprises in this oater , but it's watchable fare .it is surprising how soothing these lightweight films can be and how nostalgic they are for those of us who sometimes have a yen to recall the 1950s , thinking fondly back when films such as this one were regularly part of a double-feature .but , by golly , you get to see the cavalry come riding in to save the day , and to me , that's when you know for darn sure that you are watching a genuine western .	0
the film is about his innocent autobiographical reflections , which are devoid of sentimentality and are emotially rich in seeing what influenced the child to be the kind of adult he became .the film , like the reading of poetry , demands concentration on its visualizations and allows for the free translation of what is seen , as no explanations follow .there is a warm place in the film reserved for the standard contemporary pop music of the times , with such songs as " i don't know why i love you like i do " and , " at sundown , " which is sung by doris day ; judy garland sings " over the bannister " ; and , " tammy " is sung by debbie reynolds . "	0
despite the film's coldness , lack of humor , bleak conceptions about relationships , unappetizing sexual scenes , lack of dramatic tension , and pretentious philosophizing by caroline ducey , it still had something disturbing to say about relationships that was worth listening to .to show this , breillat her heroine be nude for many scenes and therefore symbolically stripped her of all the illusions she has about sex , as we watch her act out these fantasies .the body of the film's works is quite different than its ending , which shows ducey giving birth to a son and her womanhood supposedly being fulfilled .	0
a more than adequate telling of the standard-type of 1950s hard-nosed war film , which is helped greatly by an outstanding cast .throughout the film , starting at its opening moments , the patriotic " halls of montezuma " song is rousingly played whenever there is a call for flagwaving .in " halls of montezuma , " milestone emphasizes the lives of the characters in the battle-tested 2nd marine company , rather than the battle scenes .	0
this routine noir feature just doesn't cut it -- it's story is too implausible and it lacks proper tension .what gives this opening scene its noir look , is the shadowy photography james wong howe provides in scott's escape through the window .the story simply didn't add up , but its quick pace helped move things along , and faye emerson and zachary scott can always be counted on to give competent performances .	0
an entertaining nonsense film from aip , directed by the master of the meaningless , edward l .there's some savagely inane dialogue , which should add a chuckle or two .and with dialogue like that and cheap looking props , as the film was obviously shot as cheaply as possible in the studio , there is no reason in the world to take this flick seriously .	0
he seems to have turned over a new leaf with this work experience -- as the film makes a concerted effort to show that work is good for you , that the bosses are benign , that the union can only succeed if it roots out the few commie operators in it who are trying to subvert its legitimate aims , that the communist party is the devil , and that you can't hide from your past mistakes -- so you better think about what you are doing before you sign up for a communist membership , because you can never get out of it once you join .the story was a lot of hokum and misinformation : it distorted the communist influence in the country and how big business and unions act .if you can somehow get by the polemics and the cheesy script and view this melodrama as typical hollywood , the film is quite entertaining , as it is shot in a dramatic noir style by musuraca and the leads all give able performances , swallowing some of the most tasteless lines ever with a great deal of bravado .	0
you get a few spine tingling moments out of the heroine's self-made misfortunes and a surprise twist in the ending , but you don't get a lasting sense that this isn't all manufactured tension to fit too neatly into its premise of how anyone can be a victim of a random act of violence and have their life put through the ringer .there didn't seem anything special about the acting and too many of the secondary characters were put in there as props to echo the director's point he was making of greed influencing corporate decisions .it didn't have the suspense of a hitchcock film , instead it had more the look of a second-rate movie made for tv , which could be entertaining for a late night audience that is not that demanding .	0
the film was hampered by a dull story and an uninteresting performance by shirley maclaine playing a nun hiding the fact that she's a prostitute .a typical eastwood cowboy scene , played in clint's graceful languid style , as he puffs on his cigar , quietly snarls , and does what the filmmaker hopes most in the audience would love to do in real-life .once inside , they machete the soldiers , make them into human torches , or just shoot them .	0
the comedy film relies on creative editing of the classics of the forties , somehow including a host of stars from bogart to cagney to ava , as part of its story .this is basically a one-idea film , and that idea , although cleverly worked out as far as special effects , begins to run dry after a while , as the story lags in character development .the overall effect is not bad for a few belly laughs and to marvel at the skills of 1980s technology , but no cuban cigar for the film , as the story went up in smoke somewhere over the hills of hollywood .	0
a routine aip action-packed ww11 drama of heroism .if you like a no-nonsense war story of all action , no big-name stars , and one that validates courage .you got it in this solid low-budget actioner .	0
a breezy , screwball comedy about police , with a slightly different twist , it is about nyc's bureau of missing persons .but this was a fun programmer , fast-paced and a typical warner bros .potboiler of that time period .	0
it's not believable that a hardened hitman would confess so easily , but he does .what this potboiler had going for it , was a nice look to its b&w shots of the dark streets of london , and through sydney tafler's melodramatic performance , it showed how a killer can be cold-blooded taking care of business and yet be a devoted family man and , though his love for his brother was genuine , it was still misguided .overall , the " b " film had good production values and a satisfying but improbable story to tell .	0
the film has its two eyes firmly set on the box office , its mind in the gutter , and a serviceable script for all its mayhem and profanity to have an urban gritty feel to it .the meeting of great minds , of the hateful wasp walter and the stereotyped lowlife peoples , who speaks a stream of constant trash-talk and with an enunciation that is so fantastically off kilter , that makes it fun to laugh at him .the comedy provided by wright's speech pattern is comparable to a cisco kid movie dialogue , if the two stars were on speed .	0
some might find this fast-moving play to be smart and witty .jacques villeret is an appealing fool , whose good-heart shines throughout the farce , even though he proves to be a true numbskull .there were a few laughs to be had , but this is really tv sitcom material and not great wit .	0
everything is so predictable about this glossy photographed film , everything is so banal , everything seems so dishonest , and the dialogue is so disparaging , that i found this to be such a morbid attempt at history , such a futile way to tell a story .only this film comes with some bogus history lesson thrown in , which makes it more shamefully exploitive , a " payback " with the redcoats as the gangsters .i had an ugly feeling when i left the theater , like someone was trying awfully hard to sell me on patriotism : using children , the flag , a horrid villain , all to shamelessly stir me up , instead of telling me a story about a credible character who got involved in the war for independence .	0
drew pearson's serious voice gives this film a documentary look ; and , when we see the gang in action , it is remindful of all those dead end kids' feature movies .all the gang members are stock characters and the predictable story sheds little insight about juvenile delinquency , offering only a square look into the grimness of street life .the only thing diverting about the film was some of the odd touches : the candystore lady insulting her customers while dispensing egg creams , and one of the dukes called crazy ( shelley ) , who is thinking about ordering ice cream mixed with french fries and potato salad , musing that it should taste good together , after all he likes all those foods separately .	0
a very familiar crime story , one that has been often done in recent times , about a rough irish neighborhood and the hoods who can't escape from it .the acting is good enough and the background music , a mixture of rap , rock , and celtic sounds , evokes a sense of irish doom .paddy's day parade to have its final shot--which is tantamount to waving the flag to indicate patriotism , or in this case , irish pride .	0
i'm just interested to see how fox's new comics-to-film adaptation presents itself , as i found very few such projects turn out to be worthwhile films .what seems tiring about it , is all the other characters in the film who are given quality time and end up just showing us their supernatural gifts and halloween-like costumes before disappearing from any further characterizations .i'm sure that regular fans of the comic book will find some inside jokes in the film to laugh at , but i just tended to grow weary of the effort and was not converted to the x-men project .	0
it is usually through dreams , drugs , one's creative work , psychoanalysis , or meditation that one looks back at their past , but bruce is too blocked for any of that .if one were to overlook all the impossibilities about this story and just concentrate on how the bruce willis character comes to resolve his problem , then the film is somewhat engaging .the movie was ably directed by jon turtletaub ( while you were sleeping/phenomenon ) and written by audrey wells ( the truth about cats and dogs ) .	0
a mindless psychological thriller set in vermont , that starts out in a promising mysterious fashion but ends badly , ruining any credibility it might have generated .zemeckis has built a story around a lady-in-peril , one with too much idle time , who is overwrought with a healthy dose of neurotic tension , talking herself into thinking she sees ghosts , but who doesn't know how to internalize that fright .michelle pfeiffer is asked to carry this film , but without an adequate script , even if she is a good casting decision for that role , her task is too difficult to accomplish .	0
it probably has more relevancy for its native audience ( at least , i hope it does ) , as most of its tv sitcom sketches just didn't register with my domestic comedy/romance antenna .it was a sweet , palpable , likable little domestic comedy , similar to what american audiences saw on tv in the 1950s and 1960s ( except for the nudity and frank sexual talk ) .carmen maura put on a good show , outwitting the episodic script and coming to terms with her great mid-life crisis in a pleasing manner .	0
what i didn't need was australian director/writer of " cedars , " scott hicks ( " shine " ) , to tell me what a bad thing the internment of japanese americans during world war ii was for a little over two hours of a darkly photographed film and then precede to bore me to death with a glum romantic/courtroom drama , that never got untracked , but seemed so proud of itself for being so politically correct in taking a stand against bias .the first part of the film , just stagnated , as uninvolving flashbacks filled the screen and uninteresting storytelling techniques prevailed , without fleshing out the reality of the characters except to see them in wooden terms .everything seemed so contrived , the film had no fresh air to breathe , the cinematography was darkly uninspiring , the courtroom seemed to be staged only as a reason to give the filmmaker his chance to applaud himself for being so free of bias .	0
matthew harrison's " kicked in the head " has its offbeat comical moments but in the end dies from self-indulgence and too much cuteness .the supporting characters were at least funny when they did their shticks in this rambling , derivative nyc movie , that tried too hard to be offbeat and in the process forgot it would be nice to have a story that made some sense to go with the film .but the film was too much of a childish fantasy on the part of corrigan , and the dialogue was too flip .	0
the problem with epics of this grand design , is they could never be dramatic enough and fall prey to episodic incidents to tell their story .the film was also bereft of any subtlety , its messages were of the kind that hit you over the head with a loud thud .but the point being made , in all the belabored efforts of the filmmaker , is that political regimes , materialism , and all causes are temporary , and that religions tend to be divisive .	0
a too obvious derivative supernatural thriller , most imitative of " rosemary's baby , " but without the same fresh intensity and without a credible script .rand ravich does a fine job directing his initial film , but fails miserbly with the storytelling part of his script .without a mystery to end on , the film becomes banal , having established no point of view and having nothing to say about space travel , it just becomes a predictable guessing game of how jillian will defend herself against her husband , someone who is really not her husband .	0
this film is all style and is non-judgmental in its observations , adding nothing more of subtance to the story than the inertia that is depicted .the film makes no comments about the conditions of a society that helped bring about such anti-social behavior and what circumstances kept the family incapicitated .this first feature by woods , based on a work that was presented on stage , had its powerful moments , making a strong case about how male insecurity and violence are so closely linked .	0
despite its limitations , this film is a curious curio , it is mostly interesting to watch clara bow , the " it " girl , a superstar from the silents make her entrance into talkies and have the longtime editor for paramount pictures , dorothy arzner , be given the opportunity to direct that studio's first talkie .this film can't be taken seriously , as its moral tone is questionable , its depiction of college life absurd , and its characterizations are all trivialized .but the film was snappy , a frivolous vehicle for the very appealing , good-time girl clara , who comes through with a heart of sweetness , while march shows he is more serious about the jungle than the university .	0
but hiruta is not reliable , as he explains himself , saying people used to take advantage of him and laugh at his weaknesses , so he now uses trickery on them and doesn't care about ethics .supposedly this film is a parody of the japanese willingness to accept america's foreign culture as theirs .here he has mifune and the concert singer become sexless , while the publisher becomes a stock cardboard villain , and the lawyer's fall and redemption are just too predictable to have any effect .	0
jacques tourneur should be credited for making this wartime propaganda piece into an acceptable action film , shunning politics for a typical hollywood wartime heroics and romance story .the film presented new and unknown actors , and only one of them , in his first motion picture , after appearing on the broadway stage , gregory peck , had any kind of star quality .this film was a ringing tribute to our wartime allies , the noble soviets .	0
this debut feature by the music video director joe charbanic is a limited venture , smacking of formula questions and answers to the serial killer's mental state , resulting in a picture that is decidedly painted by-the-numbers .james spader as the lead , most of his career a fine actor , has difficulty doing anything with his uninteresting and predictable role , except go with the props he's been handed .the film covers up its banal story by some pretty slick shooting devices , which include fast-paced editing and jump-cuts , and at times , when taking on the killer's point of view , making the beautiful color go grainy with a hand-held video camera , which is meant to signify that there is some kind of mystery going on .	0
it's mainly an emotionally flat , one running joke type of lightweight literary film that is done in by a very dull middle section and too much unnecessary gore .the director-writer nicholas meyer ( star trek 11 ) -- he also wrote the witty novel " seven percent solution " -- worked the screenplay from his own novel , showing some clever touches here and there , but not enough to hold my interest for the duration of the film .the film suffered from being too poorly presented , as it always appeared less than exciting , nevertheless it was occasionally diverting , and some cult sci-fi fans might like it more than the general public should .	0
this is a lame coming-of-age film , yet michael corrente directs it with great sympathy for the characters , taking a lighthearted approach to some mild rebellion going on in the mid '70s , contrasting the lifestyles of both working-class and upper-class students .in the silliness that goes for either comedy or dramatics , which wasn't funny or enlightening , just stupid and incredible , dunph goes to the brown university dean and pleads for jane to be taken back , supposedly proving that he learned something about personal responsibility at the prep school .it all seemed like a futile effort to catch something about class status that had already been caught in a better light by recent films like " rushmore " and " slums of beverly hills . "	0
this very bitter film , a retread of " the blue angel , " might appeal to fans of the great french actress jeanne moreau , in one of her best performances ever , who plays eva with a true intensity .the jazzy musical score is by michel legrand , and the great billie holiday song " weep for me , " is most appropriate for the down mood the film idles on from beginning to end .it's film that basically is asking two unanswerable questions : how do you explain a woman's love for a guy who is no good ?	0
it is more of a joke than a serious film , as all it tries to do is push the boundaries of technical innovation , while it neglects the basics of movie making : character development and the telling of a good story .the film was most like one of those stationary camcorder sites that they have on the internet , of say , some street corner , where the viewer hopes the time he spends is not wasted and something spontaneous will unfold to make it worth his while .it was awkwardly done , seemingly ruining whatever natural effect was aimed for in telling this story in real time .	0
this is a film with so much unrealized potential , about the icy heroine of the story , the tough-minded half-american and half-greenland inuit , smilla jaspersen ( julia ormond ) , who seemingly stepped into a hole in the ice before the film's finale and was ludicrously transformed from a captivating noir personality to a typical hollywood action heroine .smilla's sense of snow presents a mysterious story relying on tense local atmosphere , enigmatic characters and twists in the plot , to spin its dark tale of a heroine looking to find her roots again .the danish director , bille august , who tries to be faithful to his fellow countryman's source material , presents a glossy and sleek looking film that inherits all the virtues and vices of the book , and comes up short in the end because it cannot overcome how utterly ludicrous the story becomes .	0
this fluff film fails to be absorbing because it is so sugary and forgettable , but with that being said , it still had a few tender moments that seemed worth while .the grunge rock scene was fun to watch , the characters were more likable than not , there was a lot of tenderness shown for those who get hurt in relationships , and the film is emotionally as sweet as pie .the film could be best enjoyed for its soundtrack , which includes the music of soundgarden , mudhoney , alice in chains and pearl jam in the background .	0
a very obvious melodrama about the relationship of a southern-white trash mother-daughter .the story is not the thing here , but the unflappable , zesty performance janet mcteer gives , as she becomes absorbed in her part and plays it with emotional force , carrying this picture for all its worth .i just thought the mother-daughter were likable and the film was pleasant , but not far-reaching .	0
cahn , in this aip cheapie , provides some amusing hokum exploiting the occult-horror b-film genre in a very hollywood type of way .the cahn way of filming these seances is more funny than scary .this is strictly lightweight nonsense , which should be good for a few laughs .	0
a routine ww11 submarine action picture , featuring an unknown cast , though in a few years the film's star , james caan , was to get his breakthrough role in " the godfather . "half of the film concerns the serious training the men undergo under the watchful eye of the stern bolton .it's a well crafted actioner with a terse and fast-paced story , and should be acceptable for those who don't mind that the movie is a clich ?	0
as a full-length feature , it ran out of gas shortly after the initial kidnapping scene and went quickly downhill due to a lack of subtlety and the film's inability to be challenging or get at what is really troubling about pop culture .here , dorff is good enough as the abby hoffman characterization of a punk who has gone completely mental as a deranged artist , while griffith is a good sport , taking in all the remarks about honey's age , her ego-centredness , her tantrums , her phony public demeanor and her defense of the kind of film she made a reputation on as a hollywood star , first defending and then renouncing it .the satire was not tough enough to make this a biting film , but rather one that has no claws to scratch and no gumption to really antagonize anyone but the christian right-wing moralists .	0
i would think that three strikes and you're out should apply to any more of these space bombs cast into theaters by producers with big budgets and small stories .south african director anthony hoffman directs without imagination , as the film seems to drag on at a lethargic pace .i think hollywood should reevaluate its plans to make these special effect only films about mars and see if they can go back to the drawing board and put some life into these stories about the earth's last frontier .	0
adolfas has come up with an offbeat , lighthearted romantic/comedy spoof , that gently mocks france's new wave cinema , which was the vogue among intellectuals at the time .there is no political message or drug visualizations here , as the film tends to rely on the energy conveyed by the characters and the fun they seemed to be having with this unpredictable material they had to work with .the comedy part of the film had the feel of those buster keaton silent ones .	0
i found its build-up to the climax , where secrets would be bared about how meeker got to be the way he was , not worth the wait in finding out .what the film did well was show that after the war many americans thirsted for a better standard of life and thought they could get it in the suburbs .meeker was particularly effective in being a sympathetic figure , craving for affection and love , in this low-key human interest story .	0
